"","HGNC.symbol","MGI.symbol","Duplicate_HGNC","Duplicate_MGI","One_to_one"
"97","LPIN1","Lpin1",FALSE,FALSE,TRUE
"98","DSC1","Dsc1",FALSE,FALSE,TRUE
"99","FAM156A","Tmem29",FALSE,TRUE,FALSE
"100","PPP2R3C","Ppp2r3c",FALSE,FALSE,TRUE
"101","ZHX2","Zhx2",FALSE,FALSE,TRUE
"102","MYOZ3","Myoz3",FALSE,FALSE,TRUE
"103","ALDH7A1","Aldh7a1",FALSE,FALSE,TRUE
"104","ZNF256","Zfy1",TRUE,TRUE,FALSE
"105","ZNF256","Zfy2",TRUE,TRUE,FALSE
"106","NPAS3","Npas3",FALSE,FALSE,TRUE
"107","ZNF773","Zfy1",TRUE,TRUE,FALSE
"108","ZNF773","Zfy2",TRUE,TRUE,FALSE
"109","MIR496","Mir496a",FALSE,FALSE,TRUE
"110","CCDC134","Ccdc134",FALSE,FALSE,TRUE
"111","KIAA1210","Gm14569",FALSE,FALSE,TRUE
"112","F8A1","F8a",FALSE,TRUE,FALSE
"113","SNTB1","Sntb1",FALSE,FALSE,TRUE
"114","FSTL1","Fstl1",FALSE,FALSE,TRUE
"115","FAM156B","Tmem29",FALSE,TRUE,FALSE
"116","AKAP6","Akap6",FALSE,FALSE,TRUE
"117","ZNF562","Zfy1",TRUE,TRUE,FALSE
"118","ZNF562","Zfy2",TRUE,TRUE,FALSE
"119","CARD6","Card6",FALSE,FALSE,TRUE
"120","DLST","Dlst",FALSE,FALSE,TRUE
"121","DTD2","Dtd2",FALSE,FALSE,TRUE
"122","NDE1","Nde1",FALSE,FALSE,TRUE
"123","COPZ1","Copz1",FALSE,FALSE,TRUE
"124","MIR33A","Mir33",FALSE,FALSE,TRUE
"125","RBMY1J","Gm29289",TRUE,TRUE,FALSE
"126","RBMY1J","Gm21677",TRUE,TRUE,FALSE
"127","RBMY1J","Gm21693",TRUE,TRUE,FALSE
"128","RBMY1J","Gm21704",TRUE,TRUE,FALSE
"129","RBMY1J","Gm21708",TRUE,TRUE,FALSE
"130","RBMY1J","Gm3376",TRUE,TRUE,FALSE
"131","RBMY1J","Gm4064",TRUE,TRUE,FALSE
"132","RBMY1J","Rbmy",TRUE,TRUE,FALSE
"133","RBMY1J","Gm10256",TRUE,TRUE,FALSE
"134","RBMY1J","Gm10352",TRUE,TRUE,FALSE
"135","ZNF154","Zfy1",TRUE,TRUE,FALSE
"136","ZNF154","Zfy2",TRUE,TRUE,FALSE
"137","NSDHL","Nsdhl",FALSE,FALSE,TRUE
"138","CAMK2A","Camk2a",FALSE,FALSE,TRUE
"139","DSC2","Dsc2",FALSE,FALSE,TRUE
"140","LONRF3","Lonrf3",FALSE,FALSE,TRUE
"141","PGRMC1","Pgrmc1",FALSE,FALSE,TRUE
"142","PPP2R5C","Ppp2r5c",FALSE,FALSE,TRUE
"143","CD74","Cd74",FALSE,FALSE,TRUE
"144","MAGEE2","Magee2",FALSE,FALSE,TRUE
"145","RBMY1B","Gm29289",TRUE,TRUE,FALSE
"146","RBMY1B","Gm21677",TRUE,TRUE,FALSE
"147","RBMY1B","Gm21693",TRUE,TRUE,FALSE
"148","RBMY1B","Gm21704",TRUE,TRUE,FALSE
"149","RBMY1B","Gm21708",TRUE,TRUE,FALSE
"150","RBMY1B","Gm3376",TRUE,TRUE,FALSE
"151","RBMY1B","Gm4064",TRUE,TRUE,FALSE
"152","RBMY1B","Rbmy",TRUE,TRUE,FALSE
"153","RBMY1B","Gm10256",TRUE,TRUE,FALSE
"154","RBMY1B","Gm10352",TRUE,TRUE,FALSE
"155","GPR50","Gpr50",FALSE,FALSE,TRUE
"156","RBMY1F","Gm29289",TRUE,TRUE,FALSE
"157","RBMY1F","Gm21677",TRUE,TRUE,FALSE
"158","RBMY1F","Gm21693",TRUE,TRUE,FALSE
"159","RBMY1F","Gm21704",TRUE,TRUE,FALSE
"160","RBMY1F","Gm21708",TRUE,TRUE,FALSE
"161","RBMY1F","Gm3376",TRUE,TRUE,FALSE
"162","RBMY1F","Gm4064",TRUE,TRUE,FALSE
"163","RBMY1F","Rbmy",TRUE,TRUE,FALSE
"164","RBMY1F","Gm10256",TRUE,TRUE,FALSE
"165","RBMY1F","Gm10352",TRUE,TRUE,FALSE
"166","ZNF587B","Zfy1",TRUE,TRUE,FALSE
"167","ZNF587B","Zfy2",TRUE,TRUE,FALSE
"168","ZNF419","Zfy1",TRUE,TRUE,FALSE
"169","ZNF419","Zfy2",TRUE,TRUE,FALSE
"170","DSG1","Dsg1c",TRUE,FALSE,FALSE
"171","DSG1","Dsg1a",TRUE,FALSE,FALSE
"172","DSG1","Dsg1b",TRUE,FALSE,FALSE
"173","MAPRE2","Mapre2",FALSE,FALSE,TRUE
"174","UBE2A","Ube2a",FALSE,FALSE,TRUE
"175","GABRQ","Gabrq",FALSE,FALSE,TRUE
"176","DSC3","Dsc3",FALSE,FALSE,TRUE
"177","FAM9C","Xlr5a",TRUE,TRUE,FALSE
"178","FAM9C","Xlr5b",TRUE,TRUE,FALSE
"179","ZNF552","Zfy1",TRUE,TRUE,FALSE
"180","ZNF552","Zfy2",TRUE,TRUE,FALSE
"181","ZNF480","Zfy1",TRUE,TRUE,FALSE
"182","ZNF480","Zfy2",TRUE,TRUE,FALSE
"183","FBN2","Fbn2",FALSE,FALSE,TRUE
"184","SPTSSA","Sptssa",FALSE,FALSE,TRUE
"185","GREB1","Greb1",FALSE,FALSE,TRUE
"186","MIR323A","Mir323",FALSE,FALSE,TRUE
"187","DERL1","Derl1",FALSE,FALSE,TRUE
"188","NPC2","Npc2",FALSE,FALSE,TRUE
"189","SNORA35","Snora35",FALSE,FALSE,TRUE
"190","SMIM3","Smim3",FALSE,FALSE,TRUE
"191","PRRC1","Prrc1",FALSE,FALSE,TRUE
"192","SLC16A2","Slc16a2",FALSE,FALSE,TRUE
"193","HNRNPA1","Hnrnpa1",FALSE,FALSE,TRUE
"194","SRP54","Srp54a",TRUE,FALSE,FALSE
"195","SRP54","Srp54b",TRUE,FALSE,FALSE
"196","SRP54","Srp54c",TRUE,FALSE,FALSE
"197","ABCB7","Abcb7",FALSE,FALSE,TRUE
"198","KLHL14","Klhl14",FALSE,FALSE,TRUE
"199","FAM9B","Xlr5a",TRUE,TRUE,FALSE
"200","FAM9B","Xlr5b",TRUE,TRUE,FALSE
"201","PHAX","Phax",FALSE,FALSE,TRUE
"202","RBM22","Rbm22",FALSE,FALSE,TRUE
"203","INO80C","Ino80c",FALSE,FALSE,TRUE
"204","CEP120","Cep120",FALSE,FALSE,TRUE
"205","GABRE","Gabre",FALSE,FALSE,TRUE
"206","SPIN2B","Gm20852",TRUE,TRUE,FALSE
"207","SPIN2B","Ssty2",TRUE,TRUE,FALSE
"208","SPIN2B","Gm20809",TRUE,TRUE,FALSE
"209","SPIN2B","Gm20918",TRUE,TRUE,FALSE
"210","SPIN2B","Gm21854",TRUE,TRUE,FALSE
"211","SPIN2B","Gm20914",TRUE,TRUE,FALSE
"212","SPIN2B","Gm28171",TRUE,TRUE,FALSE
"213","SPIN2B","Gm21778",TRUE,TRUE,FALSE
"214","SPIN2B","Gm20873",TRUE,TRUE,FALSE
"215","SPIN2B","Gm21719",TRUE,TRUE,FALSE
"216","SPIN2B","Gm20830",TRUE,TRUE,FALSE
"217","SPIN2B","Gm21244",TRUE,TRUE,FALSE
"218","SPIN2B","Gm20826",TRUE,TRUE,FALSE
"219","SPIN2B","Gm29049",TRUE,TRUE,FALSE
"220","SPIN2B","Gm20825",TRUE,TRUE,FALSE
"221","SPIN2B","Gm20815",TRUE,TRUE,FALSE
"222","SPIN2B","Gm21292",TRUE,TRUE,FALSE
"223","SPIN2B","Gm21721",TRUE,TRUE,FALSE
"224","SPIN2B","Gm21812",TRUE,TRUE,FALSE
"225","SPIN2B","Gm21874",TRUE,TRUE,FALSE
"226","SPIN2B","Gm20821",TRUE,TRUE,FALSE
"227","SPIN2B","Gm21310",TRUE,TRUE,FALSE
"228","SPIN2B","Gm20834",TRUE,TRUE,FALSE
"229","SPIN2B","Gm20737",TRUE,TRUE,FALSE
"230","SPIN2B","Gm20777",TRUE,TRUE,FALSE
"231","SPIN2B","Gm20828",TRUE,TRUE,FALSE
"232","SPIN2B","Gm20812",TRUE,TRUE,FALSE
"233","SPIN2B","Gm20807",TRUE,TRUE,FALSE
"234","SPIN2B","Gm21425",TRUE,TRUE,FALSE
"235","SPIN2B","Gm21440",TRUE,TRUE,FALSE
"236","SPIN2B","Gm21454",TRUE,TRUE,FALSE
"237","SPIN2B","Gm20773",TRUE,TRUE,FALSE
"238","SPIN2B","Gm20822",TRUE,TRUE,FALSE
"239","SPIN2B","Gm20877",TRUE,TRUE,FALSE
"240","SPIN2B","Gm20772",TRUE,TRUE,FALSE
"241","SPIN2B","Gm20831",TRUE,TRUE,FALSE
"242","SPIN2B","Ssty1",TRUE,TRUE,FALSE
"243","SPIN2B","Gm20909",TRUE,TRUE,FALSE
"244","SPIN2B","Gm20865",TRUE,TRUE,FALSE
"245","SPIN2B","Spin2f",TRUE,TRUE,FALSE
"246","SPIN2B","Spin2e",TRUE,TRUE,FALSE
"247","SPIN2B","Gm21637",TRUE,TRUE,FALSE
"248","SPIN2B","Gm5926",TRUE,TRUE,FALSE
"249","SPIN2B","Spin2g",TRUE,TRUE,FALSE
"250","SPIN2B","Spin2d",TRUE,TRUE,FALSE
"251","DIO3","Dio3",FALSE,FALSE,TRUE
"252","BAZ1A","Baz1a",FALSE,FALSE,TRUE
"253","MIR668","Mir668",FALSE,FALSE,TRUE
"254","ZNF839","Zfp839",FALSE,FALSE,TRUE
"255","IL13RA1","Il13ra1",FALSE,FALSE,TRUE
"256","ZNF610","Zfy1",TRUE,TRUE,FALSE
"257","ZNF610","Zfy2",TRUE,TRUE,FALSE
"258","MIR494","Mir494",FALSE,FALSE,TRUE
"259","NTSR2","Ntsr2",FALSE,FALSE,TRUE
"260","POPDC2","Popdc2",FALSE,FALSE,TRUE
"261","GALNT1","Galnt1",FALSE,FALSE,TRUE
"262","ZNF561","Zfy1",TRUE,TRUE,FALSE
"263","ZNF561","Zfy2",TRUE,TRUE,FALSE
"264","YLPM1","Ylpm1",FALSE,FALSE,TRUE
"265","FAM9A","Xlr5a",TRUE,TRUE,FALSE
"266","FAM9A","Xlr5b",TRUE,TRUE,FALSE
"267","C18orf21","2700062C07Rik",FALSE,FALSE,TRUE
"268","PTGER4","Ptger4",FALSE,FALSE,TRUE
"269","E2F6","E2f6",FALSE,FALSE,TRUE
"270","LTBP2","Ltbp2",FALSE,FALSE,TRUE
"271","FGF16","Fgf16",FALSE,FALSE,TRUE
"272","TNFRSF13C","Tnfrsf13c",FALSE,FALSE,TRUE
"273","VN1R5","Vmn1r239-ps",TRUE,FALSE,FALSE
"274","MIR541","Mir541",FALSE,FALSE,TRUE
"275","ZNF586","Zfy1",TRUE,TRUE,FALSE
"276","ZNF586","Zfy2",TRUE,TRUE,FALSE
"277","USP9Y","Usp9y",FALSE,FALSE,TRUE
"278","MIR148B","Mir148b",FALSE,FALSE,TRUE
"279","ZNF418","Zfy1",TRUE,TRUE,FALSE
"280","ZNF418","Zfy2",TRUE,TRUE,FALSE
"281","RBMY1A1","Gm29289",TRUE,TRUE,FALSE
"282","RBMY1A1","Gm21677",TRUE,TRUE,FALSE
"283","RBMY1A1","Gm21693",TRUE,TRUE,FALSE
"284","RBMY1A1","Gm21704",TRUE,TRUE,FALSE
"285","RBMY1A1","Gm21708",TRUE,TRUE,FALSE
"286","RBMY1A1","Gm3376",TRUE,TRUE,FALSE
"287","RBMY1A1","Gm4064",TRUE,TRUE,FALSE
"288","RBMY1A1","Rbmy",TRUE,TRUE,FALSE
"289","RBMY1A1","Gm10256",TRUE,TRUE,FALSE
"290","RBMY1A1","Gm10352",TRUE,TRUE,FALSE
"291","SLC6A7","Slc6a7",FALSE,FALSE,TRUE
"292","MIR448","Mir448",FALSE,FALSE,TRUE
"293","SYNDIG1L","Syndig1l",FALSE,FALSE,TRUE
"294","BTN3A1","Gm36028",FALSE,FALSE,TRUE
"295","DCTN4","Dctn4",FALSE,FALSE,TRUE
"296","ZNF548","Zfy1",TRUE,TRUE,FALSE
"297","ZNF548","Zfy2",TRUE,TRUE,FALSE
"298","ZNF772","Zfy1",TRUE,TRUE,FALSE
"299","ZNF772","Zfy2",TRUE,TRUE,FALSE
"300","CDX1","Cdx1",FALSE,FALSE,TRUE
"301","VMA21","Vma21",FALSE,FALSE,TRUE
"302","SPIN2A","Gm20852",TRUE,TRUE,FALSE
"303","SPIN2A","Ssty2",TRUE,TRUE,FALSE
"304","SPIN2A","Gm20809",TRUE,TRUE,FALSE
"305","SPIN2A","Gm20918",TRUE,TRUE,FALSE
"306","SPIN2A","Gm21854",TRUE,TRUE,FALSE
"307","SPIN2A","Gm20914",TRUE,TRUE,FALSE
"308","SPIN2A","Gm28171",TRUE,TRUE,FALSE
"309","SPIN2A","Gm21778",TRUE,TRUE,FALSE
"310","SPIN2A","Gm20873",TRUE,TRUE,FALSE
"311","SPIN2A","Gm21719",TRUE,TRUE,FALSE
"312","SPIN2A","Gm20830",TRUE,TRUE,FALSE
"313","SPIN2A","Gm21244",TRUE,TRUE,FALSE
"314","SPIN2A","Gm20826",TRUE,TRUE,FALSE
"315","SPIN2A","Gm29049",TRUE,TRUE,FALSE
"316","SPIN2A","Gm20825",TRUE,TRUE,FALSE
"317","SPIN2A","Gm20815",TRUE,TRUE,FALSE
"318","SPIN2A","Gm21292",TRUE,TRUE,FALSE
"319","SPIN2A","Gm21721",TRUE,TRUE,FALSE
"320","SPIN2A","Gm21812",TRUE,TRUE,FALSE
"321","SPIN2A","Gm21874",TRUE,TRUE,FALSE
"322","SPIN2A","Gm20821",TRUE,TRUE,FALSE
"323","SPIN2A","Gm21310",TRUE,TRUE,FALSE
"324","SPIN2A","Gm20834",TRUE,TRUE,FALSE
"325","SPIN2A","Gm20737",TRUE,TRUE,FALSE
"326","SPIN2A","Gm20777",TRUE,TRUE,FALSE
"327","SPIN2A","Gm20828",TRUE,TRUE,FALSE
"328","SPIN2A","Gm20812",TRUE,TRUE,FALSE
"329","SPIN2A","Gm20807",TRUE,TRUE,FALSE
"330","SPIN2A","Gm21425",TRUE,TRUE,FALSE
"331","SPIN2A","Gm21440",TRUE,TRUE,FALSE
"332","SPIN2A","Gm21454",TRUE,TRUE,FALSE
"333","SPIN2A","Gm20773",TRUE,TRUE,FALSE
"334","SPIN2A","Gm20822",TRUE,TRUE,FALSE
"335","SPIN2A","Gm20877",TRUE,TRUE,FALSE
"336","SPIN2A","Gm20772",TRUE,TRUE,FALSE
"337","SPIN2A","Gm20831",TRUE,TRUE,FALSE
"338","SPIN2A","Ssty1",TRUE,TRUE,FALSE
"339","SPIN2A","Gm20909",TRUE,TRUE,FALSE
"340","SPIN2A","Gm20865",TRUE,TRUE,FALSE
"341","SPIN2A","Spin2f",TRUE,TRUE,FALSE
"342","SPIN2A","Spin2e",TRUE,TRUE,FALSE
"343","SPIN2A","Gm21637",TRUE,TRUE,FALSE
"344","SPIN2A","Gm5926",TRUE,TRUE,FALSE
"345","SPIN2A","Spin2g",TRUE,TRUE,FALSE
"346","SPIN2A","Spin2d",TRUE,TRUE,FALSE
"347","PRKAA1","Prkaa1",FALSE,FALSE,TRUE
"348","LRRC58","Lrrc58",FALSE,FALSE,TRUE
"349","ZNF549","Zfy1",TRUE,TRUE,FALSE
"350","ZNF549","Zfy2",TRUE,TRUE,FALSE
"351","B4GALT6","B4galt6",FALSE,FALSE,TRUE
"352","ZDHHC15","Zdhhc15",FALSE,FALSE,TRUE
"353","SHISA8","Shisa8",FALSE,FALSE,TRUE
"354","HSP90AA1","Hsp90aa1",FALSE,FALSE,TRUE
"355","CETN2","Cetn2",FALSE,FALSE,TRUE
"356","NFE2","Nfe2",FALSE,FALSE,TRUE
"357","KDM5D","Kdm5d",FALSE,FALSE,TRUE
"358","MEP1B","Mep1b",FALSE,FALSE,TRUE
"359","DSG2","Dsg2",FALSE,FALSE,TRUE
"360","RBMY1E","Gm29289",TRUE,TRUE,FALSE
"361","RBMY1E","Gm21677",TRUE,TRUE,FALSE
"362","RBMY1E","Gm21693",TRUE,TRUE,FALSE
"363","RBMY1E","Gm21704",TRUE,TRUE,FALSE
"364","RBMY1E","Gm21708",TRUE,TRUE,FALSE
"365","RBMY1E","Gm3376",TRUE,TRUE,FALSE
"366","RBMY1E","Gm4064",TRUE,TRUE,FALSE
"367","RBMY1E","Rbmy",TRUE,TRUE,FALSE
"368","RBMY1E","Gm10256",TRUE,TRUE,FALSE
"369","RBMY1E","Gm10352",TRUE,TRUE,FALSE
"370","SMUG1","Smug1",FALSE,FALSE,TRUE
"371","MOK","Mok",FALSE,FALSE,TRUE
"372","ZNF385A","Zfp385a",FALSE,FALSE,TRUE
"373","ISCA2","Isca2",FALSE,FALSE,TRUE
"374","HAS2","Has2",FALSE,FALSE,TRUE
"375","TTR","Ttr",FALSE,FALSE,TRUE
"376","ZNF792","Zfy1",TRUE,TRUE,FALSE
"377","ZNF792","Zfy2",TRUE,TRUE,FALSE
"378","EAPP","Eapp",FALSE,FALSE,TRUE
"379","SLC25A5","Slc25a5",FALSE,FALSE,TRUE
"380","HGD","Hgd",FALSE,FALSE,TRUE
"381","DTNA","Dtna",FALSE,FALSE,TRUE
"382","UPRT","Uprt",FALSE,FALSE,TRUE
"383","MIR412","Mir412",FALSE,FALSE,TRUE
"384","MIR154","Mir154",FALSE,FALSE,TRUE
"385","FAM177A1","Fam177a",TRUE,FALSE,FALSE
"386","FAM177A1","Fam177a2",TRUE,FALSE,FALSE
"387","RPS14","Rps14",FALSE,FALSE,TRUE
"388","MROH2B","Mroh2b",FALSE,FALSE,TRUE
"389","F8A2","F8a",FALSE,TRUE,FALSE
"390","CHSY3","Chsy3",FALSE,FALSE,TRUE
"391","TEX43","Tex43",FALSE,FALSE,TRUE
"392","GPR33","Gpr33",FALSE,FALSE,TRUE
"393","CSNK1G3","Csnk1g3",FALSE,FALSE,TRUE
"394","MIR484","Mir484",FALSE,FALSE,TRUE
"395","ARSI","Arsi",FALSE,FALSE,TRUE
"396","ZNF134","Zfy1",TRUE,TRUE,FALSE
"397","ZNF134","Zfy2",TRUE,TRUE,FALSE
"398","ELP2","Elp2",FALSE,FALSE,TRUE
"399","MEGF10","Megf10",FALSE,FALSE,TRUE
"400","MIR187","Mir187",FALSE,FALSE,TRUE
"401","RNF138","Rnf138",TRUE,FALSE,FALSE
"402","C5orf63","C330018D20Rik",FALSE,FALSE,TRUE
"403","FATE1","Fate1",FALSE,FALSE,TRUE
"404","ZCCHC18","Zcchc12",TRUE,TRUE,FALSE
"405","ZNF397","Zfp397",FALSE,FALSE,TRUE
"406","RPL37","Rpl37",FALSE,FALSE,TRUE
"407","LMNB1","Lmnb1",FALSE,FALSE,TRUE
"408","SLC27A6","Slc27a6",FALSE,FALSE,TRUE
"409","CTXN3","Ctxn3",FALSE,FALSE,TRUE
"410","HEATR5A","Heatr5a",FALSE,FALSE,TRUE
"411","CNGA2","Cnga2",FALSE,FALSE,TRUE
"412","PRRG3","Prrg3",FALSE,FALSE,TRUE
"413","MIR377","Mir377",FALSE,FALSE,TRUE
"414","CCDC178","Ccdc178",FALSE,FALSE,TRUE
"415","MIR381","Mir381",FALSE,FALSE,TRUE
"416","CENPM","Cenpm",FALSE,FALSE,TRUE
"417","TRAPPC8","Trappc8",FALSE,FALSE,TRUE
"418","ZNF837","Zfy1",TRUE,TRUE,FALSE
"419","ZNF837","Zfy2",TRUE,TRUE,FALSE
"420","SLC25A43","Slc25a43",FALSE,FALSE,TRUE
"421","MAGEE1","Magee1",FALSE,FALSE,TRUE
"422","CHST9","Chst9",FALSE,FALSE,TRUE
"423","PNMA5","Pnma5",FALSE,FALSE,TRUE
"424","TBC1D31","Tbc1d31",FALSE,FALSE,TRUE
"425","PROX2","Prox2",FALSE,FALSE,TRUE
"426","SYCP3","Gm20937",TRUE,FALSE,FALSE
"427","SYCP3","Gm31571",TRUE,FALSE,FALSE
"428","SYCP3","Gm21366",TRUE,FALSE,FALSE
"429","SYCP3","Gm20890",TRUE,FALSE,FALSE
"430","SYCP3","Gm21488",TRUE,FALSE,FALSE
"431","SYCP3","Gm20894",TRUE,FALSE,FALSE
"432","SYCP3","Gm29582",TRUE,FALSE,FALSE
"433","SYCP3","Gm28919",TRUE,FALSE,FALSE
"434","SYCP3","Gm28998",TRUE,FALSE,FALSE
"435","SYCP3","Gm28576",TRUE,FALSE,FALSE
"436","SYCP3","Gm20824",TRUE,FALSE,FALSE
"437","SYCP3","Gm28510",TRUE,FALSE,FALSE
"438","SYCP3","Gm29554",TRUE,FALSE,FALSE
"439","SYCP3","Gm30737",TRUE,FALSE,FALSE
"440","SYCP3","Gm35134",TRUE,FALSE,FALSE
"441","SYCP3","Gm29866",TRUE,FALSE,FALSE
"442","SYCP3","Gm10488",TRUE,FALSE,FALSE
"443","SYCP3","Gm14632",TRUE,FALSE,FALSE
"444","SYCP3","Gm10487",TRUE,FALSE,FALSE
"445","SYCP3","Gm10486",TRUE,FALSE,FALSE
"446","SYCP3","Gm14819",TRUE,FALSE,FALSE
"447","RPS6KL1","Rps6kl1",FALSE,FALSE,TRUE
"448","NDST1","Ndst1",FALSE,FALSE,TRUE
"449","SNORD72","Snord72",FALSE,FALSE,TRUE
"450","ATRX","Atrx",FALSE,FALSE,TRUE
"451","CFL2","Cfl2",FALSE,FALSE,TRUE
"452","AREL1","Arel1",FALSE,FALSE,TRUE
"453","DSG3","Dsg3",FALSE,FALSE,TRUE
"454","TTC33","Ttc33",FALSE,FALSE,TRUE
"455","SLC39A6","Slc39a6",FALSE,FALSE,TRUE
"456","ISOC1","Isoc1",FALSE,FALSE,TRUE
"457","TECPR2","Tecpr2",FALSE,FALSE,TRUE
