"","MGI.symbol","HGNC.symbol","Duplicate_HGNC","Duplicate_MGI","One_to_one"
"82","Gm21858","SYCP3",TRUE,FALSE,FALSE
"83","Sly","SYCP3",TRUE,FALSE,FALSE
"84","Gm28961","SYCP3",TRUE,FALSE,FALSE
"85","Gm21861","SYCP3",TRUE,FALSE,FALSE
"86","Gm28891","SYCP3",TRUE,FALSE,FALSE
"87","1700040F15Rik","SYCP3",TRUE,FALSE,FALSE
"88","Gm21497","SYCP3",TRUE,FALSE,FALSE
"89","Gm21518","SYCP3",TRUE,FALSE,FALSE
"90","Gm21627","SYCP3",TRUE,FALSE,FALSE
"91","Gm20908","SYCP3",TRUE,FALSE,FALSE
"92","Gm20736","SYCP3",TRUE,FALSE,FALSE
"93","Snx6","SNX6",FALSE,FALSE,TRUE
"94","Sry","SRY",FALSE,FALSE,TRUE
"95","Gabra3","GABRA3",FALSE,FALSE,TRUE
"96","Itga5","ITGA5",FALSE,FALSE,TRUE
"97","Lpin1","LPIN1",FALSE,FALSE,TRUE
"98","Dsc1","DSC1",FALSE,FALSE,TRUE
"99","Tmem29","FAM156A",FALSE,TRUE,FALSE
"100","Ppp2r3c","PPP2R3C",FALSE,FALSE,TRUE
"101","Zhx2","ZHX2",FALSE,FALSE,TRUE
"102","Myoz3","MYOZ3",FALSE,FALSE,TRUE
"103","Aldh7a1","ALDH7A1",FALSE,FALSE,TRUE
"104","Zfy1","ZNF256",TRUE,TRUE,FALSE
"105","Zfy2","ZNF256",TRUE,TRUE,FALSE
"106","Npas3","NPAS3",FALSE,FALSE,TRUE
"107","Zfy1","ZNF773",TRUE,TRUE,FALSE
"108","Zfy2","ZNF773",TRUE,TRUE,FALSE
"109","Mir496a","MIR496",FALSE,FALSE,TRUE
"110","Ccdc134","CCDC134",FALSE,FALSE,TRUE
"111","Gm14569","KIAA1210",FALSE,FALSE,TRUE
"112","F8a","F8A1",FALSE,TRUE,FALSE
"113","Sntb1","SNTB1",FALSE,FALSE,TRUE
"114","Fstl1","FSTL1",FALSE,FALSE,TRUE
"115","Tmem29","FAM156B",FALSE,TRUE,FALSE
"116","Akap6","AKAP6",FALSE,FALSE,TRUE
"117","Zfy1","ZNF562",TRUE,TRUE,FALSE
"118","Zfy2","ZNF562",TRUE,TRUE,FALSE
"119","Card6","CARD6",FALSE,FALSE,TRUE
"120","Dlst","DLST",FALSE,FALSE,TRUE
"121","Dtd2","DTD2",FALSE,FALSE,TRUE
"122","Nde1","NDE1",FALSE,FALSE,TRUE
"123","Copz1","COPZ1",FALSE,FALSE,TRUE
"124","Mir33","MIR33A",FALSE,FALSE,TRUE
"125","Gm29289","RBMY1J",TRUE,TRUE,FALSE
"126","Gm21677","RBMY1J",TRUE,TRUE,FALSE
"127","Gm21693","RBMY1J",TRUE,TRUE,FALSE
"128","Gm21704","RBMY1J",TRUE,TRUE,FALSE
"129","Gm21708","RBMY1J",TRUE,TRUE,FALSE
"130","Gm3376","RBMY1J",TRUE,TRUE,FALSE
"131","Gm4064","RBMY1J",TRUE,TRUE,FALSE
"132","Rbmy","RBMY1J",TRUE,TRUE,FALSE
"133","Gm10256","RBMY1J",TRUE,TRUE,FALSE
"134","Gm10352","RBMY1J",TRUE,TRUE,FALSE
"135","Zfy1","ZNF154",TRUE,TRUE,FALSE
"136","Zfy2","ZNF154",TRUE,TRUE,FALSE
"137","Nsdhl","NSDHL",FALSE,FALSE,TRUE
"138","Camk2a","CAMK2A",FALSE,FALSE,TRUE
"139","Dsc2","DSC2",FALSE,FALSE,TRUE
"140","Lonrf3","LONRF3",FALSE,FALSE,TRUE
"141","Pgrmc1","PGRMC1",FALSE,FALSE,TRUE
"142","Ppp2r5c","PPP2R5C",FALSE,FALSE,TRUE
"143","Cd74","CD74",FALSE,FALSE,TRUE
"144","Magee2","MAGEE2",FALSE,FALSE,TRUE
"145","Gm29289","RBMY1B",TRUE,TRUE,FALSE
"146","Gm21677","RBMY1B",TRUE,TRUE,FALSE
"147","Gm21693","RBMY1B",TRUE,TRUE,FALSE
"148","Gm21704","RBMY1B",TRUE,TRUE,FALSE
"149","Gm21708","RBMY1B",TRUE,TRUE,FALSE
"150","Gm3376","RBMY1B",TRUE,TRUE,FALSE
"151","Gm4064","RBMY1B",TRUE,TRUE,FALSE
"152","Rbmy","RBMY1B",TRUE,TRUE,FALSE
"153","Gm10256","RBMY1B",TRUE,TRUE,FALSE
"154","Gm10352","RBMY1B",TRUE,TRUE,FALSE
"155","Gpr50","GPR50",FALSE,FALSE,TRUE
"156","Gm29289","RBMY1F",TRUE,TRUE,FALSE
"157","Gm21677","RBMY1F",TRUE,TRUE,FALSE
"158","Gm21693","RBMY1F",TRUE,TRUE,FALSE
"159","Gm21704","RBMY1F",TRUE,TRUE,FALSE
"160","Gm21708","RBMY1F",TRUE,TRUE,FALSE
"161","Gm3376","RBMY1F",TRUE,TRUE,FALSE
"162","Gm4064","RBMY1F",TRUE,TRUE,FALSE
"163","Rbmy","RBMY1F",TRUE,TRUE,FALSE
"164","Gm10256","RBMY1F",TRUE,TRUE,FALSE
"165","Gm10352","RBMY1F",TRUE,TRUE,FALSE
"166","Zfy1","ZNF587B",TRUE,TRUE,FALSE
"167","Zfy2","ZNF587B",TRUE,TRUE,FALSE
"168","Zfy1","ZNF419",TRUE,TRUE,FALSE
"169","Zfy2","ZNF419",TRUE,TRUE,FALSE
"170","Dsg1c","DSG1",TRUE,FALSE,FALSE
"171","Dsg1a","DSG1",TRUE,FALSE,FALSE
"172","Dsg1b","DSG1",TRUE,FALSE,FALSE
"173","Mapre2","MAPRE2",FALSE,FALSE,TRUE
"174","Ube2a","UBE2A",FALSE,FALSE,TRUE
"175","Gabrq","GABRQ",FALSE,FALSE,TRUE
"176","Dsc3","DSC3",FALSE,FALSE,TRUE
"177","Xlr5a","FAM9C",TRUE,TRUE,FALSE
"178","Xlr5b","FAM9C",TRUE,TRUE,FALSE
"179","Zfy1","ZNF552",TRUE,TRUE,FALSE
"180","Zfy2","ZNF552",TRUE,TRUE,FALSE
"181","Zfy1","ZNF480",TRUE,TRUE,FALSE
"182","Zfy2","ZNF480",TRUE,TRUE,FALSE
"183","Fbn2","FBN2",FALSE,FALSE,TRUE
"184","Sptssa","SPTSSA",FALSE,FALSE,TRUE
"185","Greb1","GREB1",FALSE,FALSE,TRUE
"186","Mir323","MIR323A",FALSE,FALSE,TRUE
"187","Derl1","DERL1",FALSE,FALSE,TRUE
"188","Npc2","NPC2",FALSE,FALSE,TRUE
"189","Snora35","SNORA35",FALSE,FALSE,TRUE
"190","Smim3","SMIM3",FALSE,FALSE,TRUE
"191","Prrc1","PRRC1",FALSE,FALSE,TRUE
"192","Slc16a2","SLC16A2",FALSE,FALSE,TRUE
"193","Hnrnpa1","HNRNPA1",FALSE,FALSE,TRUE
"194","Srp54a","SRP54",TRUE,FALSE,FALSE
"195","Srp54b","SRP54",TRUE,FALSE,FALSE
"196","Srp54c","SRP54",TRUE,FALSE,FALSE
"197","Abcb7","ABCB7",FALSE,FALSE,TRUE
"198","Klhl14","KLHL14",FALSE,FALSE,TRUE
"199","Xlr5a","FAM9B",TRUE,TRUE,FALSE
"200","Xlr5b","FAM9B",TRUE,TRUE,FALSE
"201","Phax","PHAX",FALSE,FALSE,TRUE
"202","Rbm22","RBM22",FALSE,FALSE,TRUE
"203","Ino80c","INO80C",FALSE,FALSE,TRUE
"204","Cep120","CEP120",FALSE,FALSE,TRUE
"205","Gabre","GABRE",FALSE,FALSE,TRUE
"206","Gm20852","SPIN2B",TRUE,TRUE,FALSE
"207","Ssty2","SPIN2B",TRUE,TRUE,FALSE
"208","Gm20809","SPIN2B",TRUE,TRUE,FALSE
"209","Gm20918","SPIN2B",TRUE,TRUE,FALSE
"210","Gm21854","SPIN2B",TRUE,TRUE,FALSE
"211","Gm20914","SPIN2B",TRUE,TRUE,FALSE
"212","Gm28171","SPIN2B",TRUE,TRUE,FALSE
"213","Gm21778","SPIN2B",TRUE,TRUE,FALSE
"214","Gm20873","SPIN2B",TRUE,TRUE,FALSE
"215","Gm21719","SPIN2B",TRUE,TRUE,FALSE
"216","Gm20830","SPIN2B",TRUE,TRUE,FALSE
"217","Gm21244","SPIN2B",TRUE,TRUE,FALSE
"218","Gm20826","SPIN2B",TRUE,TRUE,FALSE
"219","Gm29049","SPIN2B",TRUE,TRUE,FALSE
"220","Gm20825","SPIN2B",TRUE,TRUE,FALSE
"221","Gm20815","SPIN2B",TRUE,TRUE,FALSE
"222","Gm21292","SPIN2B",TRUE,TRUE,FALSE
"223","Gm21721","SPIN2B",TRUE,TRUE,FALSE
"224","Gm21812","SPIN2B",TRUE,TRUE,FALSE
"225","Gm21874","SPIN2B",TRUE,TRUE,FALSE
"226","Gm20821","SPIN2B",TRUE,TRUE,FALSE
"227","Gm21310","SPIN2B",TRUE,TRUE,FALSE
"228","Gm20834","SPIN2B",TRUE,TRUE,FALSE
"229","Gm20737","SPIN2B",TRUE,TRUE,FALSE
"230","Gm20777","SPIN2B",TRUE,TRUE,FALSE
"231","Gm20828","SPIN2B",TRUE,TRUE,FALSE
"232","Gm20812","SPIN2B",TRUE,TRUE,FALSE
"233","Gm20807","SPIN2B",TRUE,TRUE,FALSE
"234","Gm21425","SPIN2B",TRUE,TRUE,FALSE
"235","Gm21440","SPIN2B",TRUE,TRUE,FALSE
"236","Gm21454","SPIN2B",TRUE,TRUE,FALSE
"237","Gm20773","SPIN2B",TRUE,TRUE,FALSE
"238","Gm20822","SPIN2B",TRUE,TRUE,FALSE
"239","Gm20877","SPIN2B",TRUE,TRUE,FALSE
"240","Gm20772","SPIN2B",TRUE,TRUE,FALSE
"241","Gm20831","SPIN2B",TRUE,TRUE,FALSE
"242","Ssty1","SPIN2B",TRUE,TRUE,FALSE
"243","Gm20909","SPIN2B",TRUE,TRUE,FALSE
"244","Gm20865","SPIN2B",TRUE,TRUE,FALSE
"245","Spin2f","SPIN2B",TRUE,TRUE,FALSE
"246","Spin2e","SPIN2B",TRUE,TRUE,FALSE
"247","Gm21637","SPIN2B",TRUE,TRUE,FALSE
"248","Gm5926","SPIN2B",TRUE,TRUE,FALSE
"249","Spin2g","SPIN2B",TRUE,TRUE,FALSE
"250","Spin2d","SPIN2B",TRUE,TRUE,FALSE
"251","Dio3","DIO3",FALSE,FALSE,TRUE
"252","Baz1a","BAZ1A",FALSE,FALSE,TRUE
"253","Mir668","MIR668",FALSE,FALSE,TRUE
"254","Zfp839","ZNF839",FALSE,FALSE,TRUE
"255","Il13ra1","IL13RA1",FALSE,FALSE,TRUE
"256","Zfy1","ZNF610",TRUE,TRUE,FALSE
"257","Zfy2","ZNF610",TRUE,TRUE,FALSE
"258","Mir494","MIR494",FALSE,FALSE,TRUE
"259","Ntsr2","NTSR2",FALSE,FALSE,TRUE
"260","Popdc2","POPDC2",FALSE,FALSE,TRUE
"261","Galnt1","GALNT1",FALSE,FALSE,TRUE
"262","Zfy1","ZNF561",TRUE,TRUE,FALSE
"263","Zfy2","ZNF561",TRUE,TRUE,FALSE
"264","Ylpm1","YLPM1",FALSE,FALSE,TRUE
"265","Xlr5a","FAM9A",TRUE,TRUE,FALSE
"266","Xlr5b","FAM9A",TRUE,TRUE,FALSE
"267","2700062C07Rik","C18orf21",FALSE,FALSE,TRUE
"268","Ptger4","PTGER4",FALSE,FALSE,TRUE
"269","E2f6","E2F6",FALSE,FALSE,TRUE
"270","Ltbp2","LTBP2",FALSE,FALSE,TRUE
"271","Fgf16","FGF16",FALSE,FALSE,TRUE
"272","Tnfrsf13c","TNFRSF13C",FALSE,FALSE,TRUE
"273","Vmn1r239-ps","VN1R5",TRUE,FALSE,FALSE
"274","Mir541","MIR541",FALSE,FALSE,TRUE
"275","Zfy1","ZNF586",TRUE,TRUE,FALSE
"276","Zfy2","ZNF586",TRUE,TRUE,FALSE
"277","Usp9y","USP9Y",FALSE,FALSE,TRUE
"278","Mir148b","MIR148B",FALSE,FALSE,TRUE
"279","Zfy1","ZNF418",TRUE,TRUE,FALSE
"280","Zfy2","ZNF418",TRUE,TRUE,FALSE
"281","Gm29289","RBMY1A1",TRUE,TRUE,FALSE
"282","Gm21677","RBMY1A1",TRUE,TRUE,FALSE
"283","Gm21693","RBMY1A1",TRUE,TRUE,FALSE
"284","Gm21704","RBMY1A1",TRUE,TRUE,FALSE
"285","Gm21708","RBMY1A1",TRUE,TRUE,FALSE
"286","Gm3376","RBMY1A1",TRUE,TRUE,FALSE
"287","Gm4064","RBMY1A1",TRUE,TRUE,FALSE
"288","Rbmy","RBMY1A1",TRUE,TRUE,FALSE
"289","Gm10256","RBMY1A1",TRUE,TRUE,FALSE
"290","Gm10352","RBMY1A1",TRUE,TRUE,FALSE
"291","Slc6a7","SLC6A7",FALSE,FALSE,TRUE
"292","Mir448","MIR448",FALSE,FALSE,TRUE
"293","Syndig1l","SYNDIG1L",FALSE,FALSE,TRUE
"294","Gm36028","BTN3A1",FALSE,FALSE,TRUE
"295","Dctn4","DCTN4",FALSE,FALSE,TRUE
"296","Zfy1","ZNF548",TRUE,TRUE,FALSE
"297","Zfy2","ZNF548",TRUE,TRUE,FALSE
"298","Zfy1","ZNF772",TRUE,TRUE,FALSE
"299","Zfy2","ZNF772",TRUE,TRUE,FALSE
"300","Cdx1","CDX1",FALSE,FALSE,TRUE
"301","Vma21","VMA21",FALSE,FALSE,TRUE
"302","Gm20852","SPIN2A",TRUE,TRUE,FALSE
"303","Ssty2","SPIN2A",TRUE,TRUE,FALSE
"304","Gm20809","SPIN2A",TRUE,TRUE,FALSE
"305","Gm20918","SPIN2A",TRUE,TRUE,FALSE
"306","Gm21854","SPIN2A",TRUE,TRUE,FALSE
"307","Gm20914","SPIN2A",TRUE,TRUE,FALSE
"308","Gm28171","SPIN2A",TRUE,TRUE,FALSE
"309","Gm21778","SPIN2A",TRUE,TRUE,FALSE
"310","Gm20873","SPIN2A",TRUE,TRUE,FALSE
"311","Gm21719","SPIN2A",TRUE,TRUE,FALSE
"312","Gm20830","SPIN2A",TRUE,TRUE,FALSE
"313","Gm21244","SPIN2A",TRUE,TRUE,FALSE
"314","Gm20826","SPIN2A",TRUE,TRUE,FALSE
"315","Gm29049","SPIN2A",TRUE,TRUE,FALSE
"316","Gm20825","SPIN2A",TRUE,TRUE,FALSE
"317","Gm20815","SPIN2A",TRUE,TRUE,FALSE
"318","Gm21292","SPIN2A",TRUE,TRUE,FALSE
"319","Gm21721","SPIN2A",TRUE,TRUE,FALSE
"320","Gm21812","SPIN2A",TRUE,TRUE,FALSE
"321","Gm21874","SPIN2A",TRUE,TRUE,FALSE
"322","Gm20821","SPIN2A",TRUE,TRUE,FALSE
"323","Gm21310","SPIN2A",TRUE,TRUE,FALSE
"324","Gm20834","SPIN2A",TRUE,TRUE,FALSE
"325","Gm20737","SPIN2A",TRUE,TRUE,FALSE
"326","Gm20777","SPIN2A",TRUE,TRUE,FALSE
"327","Gm20828","SPIN2A",TRUE,TRUE,FALSE
"328","Gm20812","SPIN2A",TRUE,TRUE,FALSE
"329","Gm20807","SPIN2A",TRUE,TRUE,FALSE
"330","Gm21425","SPIN2A",TRUE,TRUE,FALSE
"331","Gm21440","SPIN2A",TRUE,TRUE,FALSE
"332","Gm21454","SPIN2A",TRUE,TRUE,FALSE
"333","Gm20773","SPIN2A",TRUE,TRUE,FALSE
"334","Gm20822","SPIN2A",TRUE,TRUE,FALSE
"335","Gm20877","SPIN2A",TRUE,TRUE,FALSE
"336","Gm20772","SPIN2A",TRUE,TRUE,FALSE
"337","Gm20831","SPIN2A",TRUE,TRUE,FALSE
"338","Ssty1","SPIN2A",TRUE,TRUE,FALSE
"339","Gm20909","SPIN2A",TRUE,TRUE,FALSE
"340","Gm20865","SPIN2A",TRUE,TRUE,FALSE
"341","Spin2f","SPIN2A",TRUE,TRUE,FALSE
"342","Spin2e","SPIN2A",TRUE,TRUE,FALSE
"343","Gm21637","SPIN2A",TRUE,TRUE,FALSE
"344","Gm5926","SPIN2A",TRUE,TRUE,FALSE
"345","Spin2g","SPIN2A",TRUE,TRUE,FALSE
"346","Spin2d","SPIN2A",TRUE,TRUE,FALSE
"347","Prkaa1","PRKAA1",FALSE,FALSE,TRUE
"348","Lrrc58","LRRC58",FALSE,FALSE,TRUE
"349","Zfy1","ZNF549",TRUE,TRUE,FALSE
"350","Zfy2","ZNF549",TRUE,TRUE,FALSE
"351","B4galt6","B4GALT6",FALSE,FALSE,TRUE
"352","Zdhhc15","ZDHHC15",FALSE,FALSE,TRUE
"353","Shisa8","SHISA8",FALSE,FALSE,TRUE
"354","Hsp90aa1","HSP90AA1",FALSE,FALSE,TRUE
"355","Cetn2","CETN2",FALSE,FALSE,TRUE
"356","Nfe2","NFE2",FALSE,FALSE,TRUE
"357","Kdm5d","KDM5D",FALSE,FALSE,TRUE
"358","Mep1b","MEP1B",FALSE,FALSE,TRUE
"359","Dsg2","DSG2",FALSE,FALSE,TRUE
"360","Gm29289","RBMY1E",TRUE,TRUE,FALSE
"361","Gm21677","RBMY1E",TRUE,TRUE,FALSE
"362","Gm21693","RBMY1E",TRUE,TRUE,FALSE
"363","Gm21704","RBMY1E",TRUE,TRUE,FALSE
"364","Gm21708","RBMY1E",TRUE,TRUE,FALSE
"365","Gm3376","RBMY1E",TRUE,TRUE,FALSE
"366","Gm4064","RBMY1E",TRUE,TRUE,FALSE
"367","Rbmy","RBMY1E",TRUE,TRUE,FALSE
"368","Gm10256","RBMY1E",TRUE,TRUE,FALSE
"369","Gm10352","RBMY1E",TRUE,TRUE,FALSE
"370","Smug1","SMUG1",FALSE,FALSE,TRUE
"371","Mok","MOK",FALSE,FALSE,TRUE
"372","Zfp385a","ZNF385A",FALSE,FALSE,TRUE
"373","Isca2","ISCA2",FALSE,FALSE,TRUE
"374","Has2","HAS2",FALSE,FALSE,TRUE
"375","Ttr","TTR",FALSE,FALSE,TRUE
"376","Zfy1","ZNF792",TRUE,TRUE,FALSE
"377","Zfy2","ZNF792",TRUE,TRUE,FALSE
"378","Eapp","EAPP",FALSE,FALSE,TRUE
"379","Slc25a5","SLC25A5",FALSE,FALSE,TRUE
"380","Hgd","HGD",FALSE,FALSE,TRUE
"381","Dtna","DTNA",FALSE,FALSE,TRUE
"382","Uprt","UPRT",FALSE,FALSE,TRUE
"383","Mir412","MIR412",FALSE,FALSE,TRUE
"384","Mir154","MIR154",FALSE,FALSE,TRUE
"385","Fam177a","FAM177A1",TRUE,FALSE,FALSE
"386","Fam177a2","FAM177A1",TRUE,FALSE,FALSE
"387","Rps14","RPS14",FALSE,FALSE,TRUE
"388","Mroh2b","MROH2B",FALSE,FALSE,TRUE
"389","F8a","F8A2",FALSE,TRUE,FALSE
"390","Chsy3","CHSY3",FALSE,FALSE,TRUE
"391","Tex43","TEX43",FALSE,FALSE,TRUE
"392","Gpr33","GPR33",FALSE,FALSE,TRUE
"393","Csnk1g3","CSNK1G3",FALSE,FALSE,TRUE
"394","Mir484","MIR484",FALSE,FALSE,TRUE
"395","Arsi","ARSI",FALSE,FALSE,TRUE
"396","Zfy1","ZNF134",TRUE,TRUE,FALSE
"397","Zfy2","ZNF134",TRUE,TRUE,FALSE
"398","Elp2","ELP2",FALSE,FALSE,TRUE
"399","Megf10","MEGF10",FALSE,FALSE,TRUE
"400","Mir187","MIR187",FALSE,FALSE,TRUE
"401","Rnf138","RNF138",TRUE,FALSE,FALSE
"402","C330018D20Rik","C5orf63",FALSE,FALSE,TRUE
"403","Fate1","FATE1",FALSE,FALSE,TRUE
"404","Zcchc12","ZCCHC18",TRUE,TRUE,FALSE
"405","Zfp397","ZNF397",FALSE,FALSE,TRUE
"406","Rpl37","RPL37",FALSE,FALSE,TRUE
"407","Lmnb1","LMNB1",FALSE,FALSE,TRUE
"408","Slc27a6","SLC27A6",FALSE,FALSE,TRUE
"409","Ctxn3","CTXN3",FALSE,FALSE,TRUE
"410","Heatr5a","HEATR5A",FALSE,FALSE,TRUE
"411","Cnga2","CNGA2",FALSE,FALSE,TRUE
"412","Prrg3","PRRG3",FALSE,FALSE,TRUE
"413","Mir377","MIR377",FALSE,FALSE,TRUE
"414","Ccdc178","CCDC178",FALSE,FALSE,TRUE
"415","Mir381","MIR381",FALSE,FALSE,TRUE
"416","Cenpm","CENPM",FALSE,FALSE,TRUE
"417","Trappc8","TRAPPC8",FALSE,FALSE,TRUE
"418","Zfy1","ZNF837",TRUE,TRUE,FALSE
"419","Zfy2","ZNF837",TRUE,TRUE,FALSE
"420","Slc25a43","SLC25A43",FALSE,FALSE,TRUE
"421","Magee1","MAGEE1",FALSE,FALSE,TRUE
"422","Chst9","CHST9",FALSE,FALSE,TRUE
"423","Pnma5","PNMA5",FALSE,FALSE,TRUE
"424","Tbc1d31","TBC1D31",FALSE,FALSE,TRUE
"425","Prox2","PROX2",FALSE,FALSE,TRUE
"426","Gm20937","SYCP3",TRUE,FALSE,FALSE
"427","Gm31571","SYCP3",TRUE,FALSE,FALSE
"428","Gm21366","SYCP3",TRUE,FALSE,FALSE
"429","Gm20890","SYCP3",TRUE,FALSE,FALSE
"430","Gm21488","SYCP3",TRUE,FALSE,FALSE
"431","Gm20894","SYCP3",TRUE,FALSE,FALSE
"432","Gm29582","SYCP3",TRUE,FALSE,FALSE
"433","Gm28919","SYCP3",TRUE,FALSE,FALSE
"434","Gm28998","SYCP3",TRUE,FALSE,FALSE
"435","Gm28576","SYCP3",TRUE,FALSE,FALSE
"436","Gm20824","SYCP3",TRUE,FALSE,FALSE
"437","Gm28510","SYCP3",TRUE,FALSE,FALSE
"438","Gm29554","SYCP3",TRUE,FALSE,FALSE
"439","Gm30737","SYCP3",TRUE,FALSE,FALSE
"440","Gm35134","SYCP3",TRUE,FALSE,FALSE
"441","Gm29866","SYCP3",TRUE,FALSE,FALSE
"442","Gm10488","SYCP3",TRUE,FALSE,FALSE
"443","Gm14632","SYCP3",TRUE,FALSE,FALSE
"444","Gm10487","SYCP3",TRUE,FALSE,FALSE
"445","Gm10486","SYCP3",TRUE,FALSE,FALSE
"446","Gm14819","SYCP3",TRUE,FALSE,FALSE
"447","Rps6kl1","RPS6KL1",FALSE,FALSE,TRUE
"448","Ndst1","NDST1",FALSE,FALSE,TRUE
"449","Snord72","SNORD72",FALSE,FALSE,TRUE
"450","Atrx","ATRX",FALSE,FALSE,TRUE
"451","Cfl2","CFL2",FALSE,FALSE,TRUE
"452","Arel1","AREL1",FALSE,FALSE,TRUE
"453","Dsg3","DSG3",FALSE,FALSE,TRUE
"454","Ttc33","TTC33",FALSE,FALSE,TRUE
"455","Slc39a6","SLC39A6",FALSE,FALSE,TRUE
"456","Isoc1","ISOC1",FALSE,FALSE,TRUE
"457","Tecpr2","TECPR2",FALSE,FALSE,TRUE
